,URLs,Team,Names,Position,Ages,Heights,Weights
415,https://www.unitedrugby.com/clubs/Scarlets/Luca-Giannini,Scarlets,Luca-Giannini,flanker,18,, KG
416,https://www.unitedrugby.com/clubs/Scarlets/Josh-Helps,Scarlets,Josh-Helps,lock,27,6'1'', 115KG
417,https://www.unitedrugby.com/clubs/Scarlets/Dafydd-Hughes,Scarlets,Dafydd-Hughes,hooker,26,5'10'', 103KG
418,https://www.unitedrugby.com/clubs/Scarlets/Alex-Jeffries,Scarlets,Alex-Jeffries,prop,27,6'0'', 130KG
419,https://www.unitedrugby.com/clubs/Scarlets/Willgriff-John,Scarlets,Willgriff-John,prop,29,6'0'', 128KG
420,https://www.unitedrugby.com/clubs/Scarlets/Wyn-Jones,Scarlets,Wyn-Jones,prop,30,6'0'', 114KG
421,https://www.unitedrugby.com/clubs/Scarlets/Morgan-Jones,Scarlets,Morgan-Jones,lock,23,, KG
422,https://www.unitedrugby.com/clubs/Scarlets/Sione-Kalamafoni,Scarlets,Sione-Kalamafoni,flanker,34,6'0'', 122KG
423,https://www.unitedrugby.com/clubs/Scarlets/Samson-Lee,Scarlets,Samson-Lee,prop,29,5'10'', 118KG
424,https://www.unitedrugby.com/clubs/Scarlets/Tomas-Lezana,Scarlets,Tomas-Lezana,flanker,28,6'0'', 99KG
425,https://www.unitedrugby.com/clubs/Scarlets/Sam-Lousi,Scarlets,Sam-Lousi,lock,31,6'1'', 121KG
426,https://www.unitedrugby.com/clubs/Scarlets/Josh-Macleod,Scarlets,Josh-Macleod,flanker,25,6'0'', 107KG
427,https://www.unitedrugby.com/clubs/Scarlets/Kemsley-Mathias,Scarlets,Kemsley-Mathias,prop,23,6'0'', 123KG
428,https://www.unitedrugby.com/clubs/Scarlets/Ken-Owens,Scarlets,Ken-Owens,hooker,35,6'0'', 107KG
429,https://www.unitedrugby.com/clubs/Scarlets/Phil-Price,Scarlets,Phil-Price,prop,33,6'0'', 112KG
430,https://www.unitedrugby.com/clubs/Scarlets/Tom-Price,Scarlets,Tom-Price,lock,29,6'1'', 117KG
431,https://www.unitedrugby.com/clubs/Scarlets/Jac-Price,Scarlets,Jac-Price,lock,22,6'1'', 120KG
432,https://www.unitedrugby.com/clubs/Scarlets/Lewis-Rawlins,Scarlets,Lewis-Rawlins,lock,32,6'1'', 117KG
433,https://www.unitedrugby.com/clubs/Scarlets/Iestyn-Rees,Scarlets,Iestyn-Rees,flanker,23,6'0'', 107KG
434,https://www.unitedrugby.com/clubs/Scarlets/Javan-Sebastian,Scarlets,Javan-Sebastian,prop,28,5'1'', 118KG
435,https://www.unitedrugby.com/clubs/Scarlets/Iwan-Shenton,Scarlets,Iwan-Shenton,flanker,22,6'0'', 106KG
436,https://www.unitedrugby.com/clubs/Scarlets/Aaron-Shingler,Scarlets,Aaron-Shingler,flanker,35,6'1'', 106KG
437,https://www.unitedrugby.com/clubs/Scarlets/Steff-Thomas,Scarlets,Steff-Thomas,prop,25,6'0'', 120KG
438,https://www.unitedrugby.com/clubs/Scarlets/Blade-Thomson,Scarlets,Blade-Thomson,flanker,31,6'0'', 108KG
439,https://www.unitedrugby.com/clubs/Scarlets/Carwyn-Tuipulotu,Scarlets,Carwyn-Tuipulotu,flanker,21,6'0'', 128KG
440,https://www.unitedrugby.com/clubs/Scarlets/Corey-Baldwin,Scarlets,Corey-Baldwin,centre,24,6'0'', 98KG
441,https://www.unitedrugby.com/clubs/Scarlets/Dane-Blacker,Scarlets,Dane-Blacker,scrum-half,24,5'1'', 78KG
442,https://www.unitedrugby.com/clubs/Scarlets/Ryan-Conbeer,Scarlets,Ryan-Conbeer,wing,23,5'10'', 87KG
443,https://www.unitedrugby.com/clubs/Scarlets/Sam-Costelow,Scarlets,Sam-Costelow,fly-half,21,5'1'', 84KG
444,https://www.unitedrugby.com/clubs/Scarlets/Jonathan-Davies,Scarlets,Jonathan-Davies,centre,34,6'0'', 95KG
445,https://www.unitedrugby.com/clubs/Scarlets/Gareth-Davies,Scarlets,Gareth-Davies,scrum-half,32,5'10'', 88KG
446,https://www.unitedrugby.com/clubs/Scarlets/Steff-Evans,Scarlets,Steff-Evans,wing,28,5'11'', 95KG
447,https://www.unitedrugby.com/clubs/Scarlets/Leigh-Halfpenny,Scarlets,Leigh-Halfpenny,fullback,33,5'1'', 84KG
448,https://www.unitedrugby.com/clubs/Scarlets/Kieran-Hardy,Scarlets,Kieran-Hardy,scrum-half,26,6'0'', 92KG
449,https://www.unitedrugby.com/clubs/Scarlets/Archie-Hughes,Scarlets,Archie-Hughes,scrum-half,19,5'1'', 72KG
450,https://www.unitedrugby.com/clubs/Scarlets/Eddie-James,Scarlets,Eddie-James,centre,20,6'0'', 104KG
451,https://www.unitedrugby.com/clubs/Scarlets/Dan-Jones,Scarlets,Dan-Jones,fly-half,26,6'0'', 90KG
452,https://www.unitedrugby.com/clubs/Scarlets/Johnny-McNicholl,Scarlets,Johnny-McNicholl,fullback,32,6'0'', 98KG
453,https://www.unitedrugby.com/clubs/Scarlets/Ioan-Nicholas,Scarlets,Ioan-Nicholas,fullback,24,6'0'', 90KG
454,https://www.unitedrugby.com/clubs/Scarlets/Rhys-Patchell,Scarlets,Rhys-Patchell,fly-half,29,6'0'', 92KG
455,https://www.unitedrugby.com/clubs/Scarlets/Joe-Roberts,Scarlets,Joe-Roberts,centre,22,6'0'', 95KG
456,https://www.unitedrugby.com/clubs/Scarlets/Tom-Rogers,Scarlets,Tom-Rogers,fullback,23,6'0'', 89KG
457,https://www.unitedrugby.com/clubs/Scarlets/Scott-Williams,Scarlets,Scott-Williams,centre,32,6'0'', 99KG
458,https://www.unitedrugby.com/clubs/Scarlets/Johnny-Williams,Scarlets,Johnny-Williams,centre,26,6'0'', 105KG
459,https://www.unitedrugby.com/clubs/Scarlets/Harri-Williams,Scarlets,Harri-Williams,scrum-half,19,5'1'', 73KG
460,https://www.unitedrugby.com/clubs/Ulster/John-Andrew,Ulster,John-Andrew,hooker,29,5'11'', 103KG
461,https://www.unitedrugby.com/clubs/Ulster/Frank-Bradshaw-Ryan,Ulster,Frank-Bradshaw-Ryan,lock,27,6'1'', 120KG
462,https://www.unitedrugby.com/clubs/Ulster/Sam-Carter,Ulster,Sam-Carter,lock,33,6'1'', 116KG
463,https://www.unitedrugby.com/clubs/Ulster/Iain-Henderson,Ulster,Iain-Henderson,lock,30,6'1'', 116KG
464,https://www.unitedrugby.com/clubs/Ulster/Rob-Herring,Ulster,Rob-Herring,hooker,32,6'0'', 105KG
465,https://www.unitedrugby.com/clubs/Ulster/Cormac-Izuchukwu,Ulster,Cormac-Izuchukwu,lock,22,6'1'', 117KG
466,https://www.unitedrugby.com/clubs/Ulster/Greg-Jones,Ulster,Greg-Jones,flanker,26,6'0'', 106KG
467,https://www.unitedrugby.com/clubs/Ulster/David-McCann,Ulster,David-McCann,flanker,22,6'0'', 108KG
468,https://www.unitedrugby.com/clubs/Ulster/Gareth-Milasinovich,Ulster,Gareth-Milasinovich,prop,29,6'0'', 130KG
469,https://www.unitedrugby.com/clubs/Ulster/Marty-Moore,Ulster,Marty-Moore,prop,31,5'10'', 123KG
470,https://www.unitedrugby.com/clubs/Ulster/Declan-Moore,Ulster,Declan-Moore,hooker,26,6'0'', 105KG
471,https://www.unitedrugby.com/clubs/Ulster/Jordi-Murphy,Ulster,Jordi-Murphy,flanker,31,6'0'', 106KG
472,https://www.unitedrugby.com/clubs/Ulster/Matty-Rea,Ulster,Matty-Rea,flanker,29,6'0'', 114KG
473,https://www.unitedrugby.com/clubs/Ulster/Marcus-Rea,Ulster,Marcus-Rea,flanker,25,6'0'', 109KG
474,https://www.unitedrugby.com/clubs/Ulster/Sean-Reffell,Ulster,Sean-Reffell,flanker,23,5'11'', 99KG
475,https://www.unitedrugby.com/clubs/Ulster/Callum-Reid,Ulster,Callum-Reid,prop,23,6'0'', 116KG
476,https://www.unitedrugby.com/clubs/Ulster/Tom-Stewart,Ulster,Tom-Stewart,hooker,21,6'0'', 103KG
477,https://www.unitedrugby.com/clubs/Ulster/Nick-Timoney,Ulster,Nick-Timoney,flanker,27,6'0'', 113KG
478,https://www.unitedrugby.com/clubs/Ulster/Jeff-Toomaga-Allen,Ulster,Jeff-Toomaga-Allen,prop,31,6'0'', 128KG
479,https://www.unitedrugby.com/clubs/Ulster/Kieran-Treadwell,Ulster,Kieran-Treadwell,lock,26,6'1'', 115KG
480,https://www.unitedrugby.com/clubs/Ulster/Duane-Vermeulen,Ulster,Duane-Vermeulen,flanker,36,6'0'', 118KG
481,https://www.unitedrugby.com/clubs/Ulster/Andrew-Warwick,Ulster,Andrew-Warwick,prop,31,5'10'', 117KG
482,https://www.unitedrugby.com/clubs/Ulster/Will-Addison,Ulster,Will-Addison,fullback,30,6'0'', 94KG
483,https://www.unitedrugby.com/clubs/Ulster/Robert-Baloucoune,Ulster,Robert-Baloucoune,wing,25,6'0'', 93KG
484,https://www.unitedrugby.com/clubs/Ulster/Billy-Burns,Ulster,Billy-Burns,fly-half,28,6'0'', 87KG
485,https://www.unitedrugby.com/clubs/Ulster/John-Cooney,Ulster,John-Cooney,scrum-half,32,5'10'', 86KG
486,https://www.unitedrugby.com/clubs/Ulster/Angus-Curtis,Ulster,Angus-Curtis,fly-half,24,5'10'', 92KG
487,https://www.unitedrugby.com/clubs/Ulster/Nathan-Doak,Ulster,Nathan-Doak,scrum-half,20,6'0'', 85KG
488,https://www.unitedrugby.com/clubs/Ulster/Jake-Flannery,Ulster,Jake-Flannery,fly-half,23,6'0'', 91KG
489,https://www.unitedrugby.com/clubs/Ulster/Craig-Gilroy,Ulster,Craig-Gilroy,wing,31,6'0'', 90KG
490,https://www.unitedrugby.com/clubs/Ulster/James-Hume,Ulster,James-Hume,centre,24,6'0'', 98KG
491,https://www.unitedrugby.com/clubs/Ulster/Mike-Lowry,Ulster,Mike-Lowry,fly-half,24,5'1'', 76KG
492,https://www.unitedrugby.com/clubs/Ulster/Rob-Lyttle,Ulster,Rob-Lyttle,wing,25,5'1'', 85KG
493,https://www.unitedrugby.com/clubs/Ulster/Ian-Madigan,Ulster,Ian-Madigan,fly-half,33,5'10'', 89KG
494,https://www.unitedrugby.com/clubs/Ulster/Luke-Marshall,Ulster,Luke-Marshall,centre,31,5'11'', 95KG
495,https://www.unitedrugby.com/clubs/Ulster/Stuart-McCloskey,Ulster,Stuart-McCloskey,centre,30,6'0'', 111KG
496,https://www.unitedrugby.com/clubs/Ulster/Michael-McDonald,Ulster,Michael-McDonald,scrum-half,23,5'10'', 95KG
497,https://www.unitedrugby.com/clubs/Ulster/Ethan-Mcilroy,Ulster,Ethan-Mcilroy,fullback,22,6'0'', 89KG
498,https://www.unitedrugby.com/clubs/Ulster/Stewart-Moore,Ulster,Stewart-Moore,centre,23,6'0'', 91KG
499,https://www.unitedrugby.com/clubs/Ulster/Ben-Moxham,Ulster,Ben-Moxham,centre,21,6'0'', 100KG
500,https://www.unitedrugby.com/clubs/Ulster/Jude-Postlethwaite,Ulster,Jude-Postlethwaite,centre,20,6'0'', 103KG
501,https://www.unitedrugby.com/clubs/Ulster/Aaron-Sexton,Ulster,Aaron-Sexton,fullback,22,6'0'', 92KG
502,https://www.unitedrugby.com/clubs/Ulster/Dave-Shanahan,Ulster,Dave-Shanahan,scrum-half,29,5'1'', 78KG
503,https://www.unitedrugby.com/clubs/Ulster/Jacob-Stockdale,Ulster,Jacob-Stockdale,wing,26,6'0'', 102KG
504,https://www.unitedrugby.com/clubs/Zebre-Parma/Luca-Andreani,Zebre-Parma,Luca-Andreani,flanker,21,6'0'', 103KG
505,https://www.unitedrugby.com/clubs/Zebre-Parma/Jacopo-Bianchi,Zebre-Parma,Jacopo-Bianchi,flanker,24,6'0'', 107KG
506,https://www.unitedrugby.com/clubs/Zebre-Parma/Luca-Bigi,Zebre-Parma,Luca-Bigi,hooker,31,5'11'', 107KG
507,https://www.unitedrugby.com/clubs/Zebre-Parma/Paolo-Buonfiglio,Zebre-Parma,Paolo-Buonfiglio,prop,27,5'11'', 109KG
508,https://www.unitedrugby.com/clubs/Zebre-Parma/Taina-Fox-Matamua,Zebre-Parma,Taina-Fox-Matamua,no. 8,25,6'0'', 116KG
509,https://www.unitedrugby.com/clubs/Zebre-Parma/Josh-Furno,Zebre-Parma,Josh-Furno,lock,33,6'1'', 109KG
510,https://www.unitedrugby.com/clubs/Zebre-Parma/Muhamed-Hasa,Zebre-Parma,Muhamed-Hasa,prop,21,5'11'', 119KG
511,https://www.unitedrugby.com/clubs/Zebre-Parma/Leonardo-Krumov,Zebre-Parma,Leonardo-Krumov,lock,26,6'1'', 120KG
512,https://www.unitedrugby.com/clubs/Zebre-Parma/Giovanni-Licata,Zebre-Parma,Giovanni-Licata,flanker,25,6'0'', 111KG
513,https://www.unitedrugby.com/clubs/Zebre-Parma/Marco-Manfredi,Zebre-Parma,Marco-Manfredi,hooker,25,6'0'', 110KG
514,https://www.unitedrugby.com/clubs/Zebre-Parma/Johan-Meyer,Zebre-Parma,Johan-Meyer,flanker,29,6'0'', 107KG
515,https://www.unitedrugby.com/clubs/Zebre-Parma/Ion-Neculai,Zebre-Parma,Ion-Neculai,prop,21,6'0'', 132KG
516,https://www.unitedrugby.com/clubs/Zebre-Parma/Matteo-Nocera,Zebre-Parma,Matteo-Nocera,prop,23,6'0'', 130KG
517,https://www.unitedrugby.com/clubs/Zebre-Parma/MJ-Pelser,Zebre-Parma,MJ-Pelser,flanker,24,6'0'', 100KG
518,https://www.unitedrugby.com/clubs/Zebre-Parma/Giampietro-Ribaldi,Zebre-Parma,Giampietro-Ribaldi,hooker,25,6'0'', 110KG
519,https://www.unitedrugby.com/clubs/Zebre-Parma/Daniele-Rimpelli,Zebre-Parma,Daniele-Rimpelli,prop,25,6'0'', 117KG
520,https://www.unitedrugby.com/clubs/Zebre-Parma/Luca-Rizzoli,Zebre-Parma,Luca-Rizzoli,prop,20,5'10'', 100KG
521,https://www.unitedrugby.com/clubs/Zebre-Parma/Davide-Ruggeri,Zebre-Parma,Davide-Ruggeri,flanker,23,6'0'', 107KG
522,https://www.unitedrugby.com/clubs/Zebre-Parma/Alessio-Sanavia,Zebre-Parma,Alessio-Sanavia,prop,26,5'10'', 107KG
523,https://www.unitedrugby.com/clubs/Zebre-Parma/Dave-Sisi,Zebre-Parma,Dave-Sisi,no. 8,29,6'0'', 125KG
524,https://www.unitedrugby.com/clubs/Zebre-Parma/Gabriele-Venditti,Zebre-Parma,Gabriele-Venditti,lock,25,6'1'', 129KG
525,https://www.unitedrugby.com/clubs/Zebre-Parma/Guido-Volpi,Zebre-Parma,Guido-Volpi,flanker,27,6'0'', 113KG
526,https://www.unitedrugby.com/clubs/Zebre-Parma/Andrea-Zambonin,Zebre-Parma,Andrea-Zambonin,lock,22,6'1'', 105KG
527,https://www.unitedrugby.com/clubs/Zebre-Parma/Tommaso-Boni,Zebre-Parma,Tommaso-Boni,centre,29,6'0'', 103KG
528,https://www.unitedrugby.com/clubs/Zebre-Parma/Pierre-Bruno,Zebre-Parma,Pierre-Bruno,wing,26,5'10'', 92KG
529,https://www.unitedrugby.com/clubs/Zebre-Parma/Nicolo-Casilio,Zebre-Parma,Nicolo-Casilio,scrum-half,24,5'11'', 85KG
530,https://www.unitedrugby.com/clubs/Zebre-Parma/Chris-Cook,Zebre-Parma,Chris-Cook,scrum-half,31,5'10'', 94KG
531,https://www.unitedrugby.com/clubs/Zebre-Parma/Erich-Cronje,Zebre-Parma,Erich-Cronje,centre,25,6'0'', 95KG
532,https://www.unitedrugby.com/clubs/Zebre-Parma/Tiff-Eden,Zebre-Parma,Tiff-Eden,fly-half,28,6'0'', 92KG
533,https://www.unitedrugby.com/clubs/Zebre-Parma/Alessandro-Fusco,Zebre-Parma,Alessandro-Fusco,scrum-half,22,6'0'', 88KG
534,https://www.unitedrugby.com/clubs/Zebre-Parma/Simone-Gesi,Zebre-Parma,Simone-Gesi,wing,21,6'0'', 80KG
535,https://www.unitedrugby.com/clubs/Zebre-Parma/Richard-Kriel,Zebre-Parma,Richard-Kriel,fullback,22,6'0'', 95KG
536,https://www.unitedrugby.com/clubs/Zebre-Parma/Latu-Latunipulu,Zebre-Parma,Latu-Latunipulu,wing,25,5'11'', 101KG
537,https://www.unitedrugby.com/clubs/Zebre-Parma/Enrico-Lucchin,Zebre-Parma,Enrico-Lucchin,centre,27,6'0'', 101KG
538,https://www.unitedrugby.com/clubs/Zebre-Parma/Damiano-Mazza,Zebre-Parma,Damiano-Mazza,centre,23,6'0'', 99KG
539,https://www.unitedrugby.com/clubs/Zebre-Parma/Matteo-Moscardi,Zebre-Parma,Matteo-Moscardi,centre,22,6'0'', 92KG
540,https://www.unitedrugby.com/clubs/Zebre-Parma/Lorenzo-Pani,Zebre-Parma,Lorenzo-Pani,fullback,20,6'0'', 96KG
541,https://www.unitedrugby.com/clubs/Zebre-Parma/Geronimo-Prisciantelli,Zebre-Parma,Geronimo-Prisciantelli,fullback,23,6'0'', 88KG
542,https://www.unitedrugby.com/clubs/Zebre-Parma/Antonio-Rizzi,Zebre-Parma,Antonio-Rizzi,fly-half,24,5'11'', 87KG
543,https://www.unitedrugby.com/clubs/Zebre-Parma/Franco-Smith,Zebre-Parma,Franco-Smith,centre,22,6'0'', 96KG
544,https://www.unitedrugby.com/clubs/Zebre-Parma/Nicolo-Teneggi,Zebre-Parma,Nicolo-Teneggi,fly-half,19,5'10'', 88KG
545,https://www.unitedrugby.com/clubs/Zebre-Parma/Jacopo-Trulla,Zebre-Parma,Jacopo-Trulla,fullback,22,5'11'', 88KG
546,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Cyle-Brink,Vodacom-Bulls,Cyle-Brink,flanker,28,6'0'', 112KG
547,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Marcell-Coetzee,Vodacom-Bulls,Marcell-Coetzee,flanker,31,6'0'', 117KG
548,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Schalk-Erasmus,Vodacom-Bulls,Schalk-Erasmus,hooker,24,6'0'', 104KG
549,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Lizo-Gqoboka,Vodacom-Bulls,Lizo-Gqoboka,prop,32,6'0'', 117KG
550,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Johan-Grobbelaar,Vodacom-Bulls,Johan-Grobbelaar,hooker,24,6'0'', 97KG
551,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Robert-Hunt,Vodacom-Bulls,Robert-Hunt,prop,26,6'0'', 122KG
552,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Francois-Klopper,Vodacom-Bulls,Francois-Klopper,prop,23,6'2'', 112KG
553,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Elrigh-Louw,Vodacom-Bulls,Elrigh-Louw,lock,23,6'0'', 112KG
554,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Reinhardt-Ludwig,Vodacom-Bulls,Reinhardt-Ludwig,lock,20,6'1'', 100KG
555,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Phumzile-Maqondwana,Vodacom-Bulls,Phumzile-Maqondwana,flanker,25,6'0'', 105KG
556,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Simphiwe-Matanzima,Vodacom-Bulls,Simphiwe-Matanzima,prop,25,6'0'', 111KG
557,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Mihlali-Mosi,Vodacom-Bulls,Mihlali-Mosi,no. 8,26,6'1'', 100KG
558,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Ruan-Nortje,Vodacom-Bulls,Ruan-Nortje,lock,24,6'1'', 113KG
559,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Dylan-Smith,Vodacom-Bulls,Dylan-Smith,prop,28,5'11'', 113KG
560,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Mornay-Smith,Vodacom-Bulls,Mornay-Smith,prop,24,5'11'', 109KG
561,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Gerhard-Steenekamp,Vodacom-Bulls,Gerhard-Steenekamp,prop,25,6'0'', 128KG
562,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Walt-Steenkamp,Vodacom-Bulls,Walt-Steenkamp,lock,27,6'9'', 118KG
563,https://www.unitedrugby.com/clubs/Vodacom-Bulls/WJ-Steenkamp,Vodacom-Bulls,WJ-Steenkamp,flanker,22,6'0'', 96KG
564,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Janko-Swanepoel,Vodacom-Bulls,Janko-Swanepoel,lock,23,6'1'', 105KG
565,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Sidney-Tobias,Vodacom-Bulls,Sidney-Tobias,hooker,33,5'1'', 100KG
566,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Muller-Uys,Vodacom-Bulls,Muller-Uys,flanker,24,6'0'', 115KG
567,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Ruan-Vermaak,Vodacom-Bulls,Ruan-Vermaak,lock,24,6'1'', 120KG
568,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Jan-Hendrik-Wessels,Vodacom-Bulls,Jan-Hendrik-Wessels,prop,21,6'0'', 120KG
569,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Kurt-Lee-Arendse,Vodacom-Bulls,Kurt-Lee-Arendse,fullback,26,5'11'', 76KG
570,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Zak-Burger,Vodacom-Bulls,Zak-Burger,scrum-half,24,5'1'', 83KG
571,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Ruan-Combrinck,Vodacom-Bulls,Ruan-Combrinck,wing,32,6'0'', 99KG
572,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Stedman-Gans,Vodacom-Bulls,Stedman-Gans,centre,25,5'11'', 85KG
573,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Johan-Goosen,Vodacom-Bulls,Johan-Goosen,fly-half,30,6'0'', 89KG
574,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Cornal-Hendricks,Vodacom-Bulls,Cornal-Hendricks,wing,34,6'0'', 95KG
575,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Stravino-Jacobs,Vodacom-Bulls,Stravino-Jacobs,wing,22,5'10'', 86KG
576,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Keagan-Johannes,Vodacom-Bulls,Keagan-Johannes,scrum-half,22,5'11'', 73KG
577,https://www.unitedrugby.com/clubs/Vodacom-Bulls/David-Kriel,Vodacom-Bulls,David-Kriel,wing,23,6'0'', 94KG
578,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Lionel-Mapoe,Vodacom-Bulls,Lionel-Mapoe,centre,34,6'0'', 87KG
579,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Canan-Moodie,Vodacom-Bulls,Canan-Moodie,centre,19,6'0'', 81KG
580,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Juan-Mostert,Vodacom-Bulls,Juan-Mostert,fly-half,22,6'0'', 91KG
581,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Sbu-Nkosi,Vodacom-Bulls,Sbu-Nkosi,wing,26,6'0'', 96KG
582,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Embrose-Papier,Vodacom-Bulls,Embrose-Papier,scrum-half,25,5'1'', 71KG
583,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Wandisile-Simelane,Vodacom-Bulls,Wandisile-Simelane,centre,24,5'11'', 90KG
584,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Chris-Smith,Vodacom-Bulls,Chris-Smith,fly-half,28,5'11'', 89KG
585,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Morne-Steyn,Vodacom-Bulls,Morne-Steyn,fly-half,38,6'0'', 91KG
586,https://www.unitedrugby.com/clubs/Vodacom-Bulls/James-Verity-Amm,Vodacom-Bulls,James-Verity-Amm,fullback,28,6'0'', 86KG
587,https://www.unitedrugby.com/clubs/Vodacom-Bulls/Harold-Vorster,Vodacom-Bulls,Harold-Vorster,centre,29,6'0'', 92KG
588,https://www.unitedrugby.com/clubs/Cell C-Sharks/Hyron-Andrews,Cell C-Sharks,Hyron-Andrews,lock,27,6'1'', 108KG
589,https://www.unitedrugby.com/clubs/Cell C-Sharks/Justin-Basson,Cell C-Sharks,Justin-Basson,lock,28,6'6'', 120KG
590,https://www.unitedrugby.com/clubs/Cell C-Sharks/Thembelani-Bholi,Cell C-Sharks,Thembelani-Bholi,flanker,32,6'0'', 113KG
591,https://www.unitedrugby.com/clubs/Cell C-Sharks/Dian-Bleuler,Cell C-Sharks,Dian-Bleuler,prop,23,5'1'', 110KG
592,https://www.unitedrugby.com/clubs/Cell C-Sharks/Phepsi-Buthelezi,Cell C-Sharks,Phepsi-Buthelezi,no. 8,23,6'0'', 104KG
593,https://www.unitedrugby.com/clubs/Cell C-Sharks/Eben-Etzebeth,Cell C-Sharks,Eben-Etzebeth,lock,30,6'1'', 117KG
594,https://www.unitedrugby.com/clubs/Cell C-Sharks/Gerbrandt-Grobler,Cell C-Sharks,Gerbrandt-Grobler,lock,30,6'1'', 119KG
595,https://www.unitedrugby.com/clubs/Cell C-Sharks/Mpilo-Gumede,Cell C-Sharks,Mpilo-Gumede,flanker,22,6'0'', 109KG
596,https://www.unitedrugby.com/clubs/Cell C-Sharks/Reniel-Hugo,Cell C-Sharks,Reniel-Hugo,lock,32,6'1'', 111KG
597,https://www.unitedrugby.com/clubs/Cell C-Sharks/Hanru-Jacobs,Cell C-Sharks,Hanru-Jacobs,prop,22,6'0'', 122KG
598,https://www.unitedrugby.com/clubs/Cell C-Sharks/Dan-Jooste,Cell C-Sharks,Dan-Jooste,hooker,24,6'0'', 105KG
599,https://www.unitedrugby.com/clubs/Cell C-Sharks/Siya-Kolisi,Cell C-Sharks,Siya-Kolisi,flanker,31,6'0'', 103KG
600,https://www.unitedrugby.com/clubs/Cell C-Sharks/Jeandre-Labuschagne,Cell C-Sharks,Jeandre-Labuschagne,lock,23,6'0'', 104KG
601,https://www.unitedrugby.com/clubs/Cell C-Sharks/Tino-Mavesere,Cell C-Sharks,Tino-Mavesere,flanker,24,6'0'', 105KG
602,https://www.unitedrugby.com/clubs/Cell C-Sharks/Fez-Mbatha,Cell C-Sharks,Fez-Mbatha,hooker,23,6'0'', 104KG
603,https://www.unitedrugby.com/clubs/Cell C-Sharks/Bongi-Mbonambi,Cell C-Sharks,Bongi-Mbonambi,hooker,31,5'1'', 108KG
604,https://www.unitedrugby.com/clubs/Cell C-Sharks/Khutha-Mchunu,Cell C-Sharks,Khutha-Mchunu,prop,25,6'0'', 117KG
605,https://www.unitedrugby.com/clubs/Cell C-Sharks/Ntuthuko-Mchunu,Cell C-Sharks,Ntuthuko-Mchunu,prop,23,6'0'', 114KG
606,https://www.unitedrugby.com/clubs/Cell C-Sharks/Khwezi-Mona,Cell C-Sharks,Khwezi-Mona,prop,30,5'11'', 113KG
607,https://www.unitedrugby.com/clubs/Cell C-Sharks/Ox-Nche,Cell C-Sharks,Ox-Nche,prop,27,5'1'', 117KG
608,https://www.unitedrugby.com/clubs/Cell C-Sharks/Sikhumbuzo-Notshe,Cell C-Sharks,Sikhumbuzo-Notshe,no. 8,29,6'0'', 105KG
609,https://www.unitedrugby.com/clubs/Cell C-Sharks/Dylan-Richardson,Cell C-Sharks,Dylan-Richardson,flanker,23,6'0'', 106KG
610,https://www.unitedrugby.com/clubs/Cell C-Sharks/Carlu-Sadie,Cell C-Sharks,Carlu-Sadie,prop,25,6'0'', 138KG
611,https://www.unitedrugby.com/clubs/Cell C-Sharks/Vincent-Tshituka,Cell C-Sharks,Vincent-Tshituka,flanker,24,6'0'', 107KG
